text,y_true,y_proba,y_pred_threshold
"cord length shoul may be longer,the product quality is good.,very nice mai istemal kiya hoo kaphi fast obala raha h,tuta dhakan,good size kettle. nice looking. however, on first use which was for testing purpose, there was cable burning smell, though nothing as such happened. may be due to first time use, it was trying to adjust heat.,value for money,nice product,the cord length is well enough and easy to clean the kettle.",0,0.6994469722397396,1
"i liked that it is so convenient to carry,waste of money. defective product, cheap quality. doesn’t blend at all,https://m.media-amazon.com/images/i/71ivsjyz13l._sy88.jpg,first charge problemsecond motor proble,https://m.media-amazon.com/images/i/61axxxixpwl._sy88.jpg",0,0.3941690154291553,1
"* easy and quick heating* price 1099 is best in class* 1 year + 6 month additional warranty on.  registered device is very good in class* best product for those who uses occasionally (10-15 times in year ) because it will last for years if use is limitedoverall very good product,is better automatic but heating temparature is not good manual is good,product works best and quick just its quite light weight,overall the sandwich maker is good. the length of the power cord is not sufficient.,easy to prepare sandwiches of any thick.,it is a very good product. decent cord length. the grill marks on my sandwiches and panini come out excellent. value for money is good, considering i bought this for inr 999, it's totally worth the spent. you can make one sandwich / panini at a time, but i only cook for myself so, i don't find any issue with that. but again, it depends on the size of the sandwich. go for it.,very nice product, ideal for small kitchen needs.. very light weight.. 1000w power capacity get heated very quickly... i say only one drawback powercord length is really very small, it should be longer atleast 1.5 metre to 2 metre would be ideal... otherwise its a great product...,the best thing i like about this is the facility of big sandwich maker in a small size. there is no other company offering this design in this size. very good. thanx",0,0.8753639753417901,1
"the vacuum claims to have a ""powerful motor,"" but it struggles to pick up even basic dirt and debris. i have tried using it on both carpet and hard surfaces with little success.additionally, the dust collection feature is practically non-existent. despite multiple uses, the dustbin remains almost completely full after each use. the lighting feature is also fairly useless, as it is not bright enough to be of much use in illuminating the areas being cleaned.overall, i would not recommend the swiss military vc03 wireless car vacuum cleaner. it is a poor performer and does not live up to its claims. there are much better options available on the market for car vacuum cleaners.,👍 good,good one. go for it,cleaning, suction power as claimed.,suction power is not very impressivedoes the jobstruggle for duct that sticks to the floor .visible and easily removed duct is sucked,works better than the previous ones i bought.,product seems good but 6 months warranty card not received inside box. box was damaged from one side.,easy to use and friendly",0,0.4216604176449949,1
"value for money product. very good suction power, however blower power is not good as expected. overall good product.,very easy to use and all provided accessories worth in this price range. best wet and dry vaccum cleaner in this range loaded with accessories.suction power is good and hose pipe and extension pipes and long powe cord cable helps to reach every corner of the house. light in weight and very good for normal home use..virtual demo received from divya was very clear and explained well regarding the usage of product.,the attachments were little loose and are disengaging while using..i make heavy noise than expected....it canbe used once in a while but not daily..,na,value for money,the product is good. easy to use it everyone.the dust bag may be alternative paper bag or provide additional bag for long stand use.,liten more powerful,good product as described",0,0.7612070899872535,1
"it's good but it's a little weak at the end also, sometimes starts on its own with batteries without touching the button,i love it! so good for my go to morning coffee... it works just like milk frothed of a real coffee machine,not working after some days,good quality productnyc coffee beater and very easy to use.,good quality product at this price,easy to available in market at 150. overpriced and average build quality.,value for money product this product is quite good and effective i love it's quality,mixes well, product quality is good at this price",0,0.7338607269658324,1
"2 rods can not be switched seperately, selecting 1 rod always switches on the top rod.,,",0,0.2858156530814096,1
"bought it for my niece. it's very convenient for kids to use it. the product serves as a slate, but with the advantage that kids can quickly write and draw dust-free and erase on a single click. the brightness of the screen could have been better.,worthable product,,https://m.media-amazon.com/images/w/webp_402378-t2/images/i/71igsgydr8l._sy88.jpg,thank you amazon, it's a very nice writing pad what i expected and very useful for kids. it's easy to use and saving stationary,product is ok ok type. cost should be around 300 as item used by children and we can't expect much life.,value for money,light weight,thought to be bigger in size. but ok u can go with it. you have to be in a well lit room to do any srub on this pad. pls comment... ye extra 2ab kaha se aaya ab pata chala mathematicians... aur jet kaise radar se bachega... #pappupm",0,0.6448815755195892,1
"onedra full prodact,good but sometime sound doesn't clear,best quality bluetooth speaker, with great bass and sound enhancement..problems :1.charging cable is so poor in quality2.charging port could not be connected easily due to loose connection of ports some times a little shake will dis-connect the charger.3.charge percentage is not shown anywhere.other than this little audio lag issue when video's are played but it doesn't happen all time.advantages :best solid bodysound quality is lit🔥best to watch movies with high quality audio.thanks for this best product zebronicsplease resolve this little issues in this product,thank you.edit (14 dec 2022)now i have problem replacement is also not available in amazon app, charging port is not working properly every time automatically switch off in full charge also. please replace my order zebronics.,,with 10w sound is low.,switches are on the sides hence it's difficult to operate.. for mode same switch is there.. sound quality is average .. product is light weight..,charging taking more time,sound quality is spuer, bass effect is low but worth for this price. important : battery percentage not showing anywhere",0,0.41154096695805864,1
"it is really good product it is showing accurate weight just 1-2 gram errors. sometime you can get less accurate product then you can return it and reorder but at this price it is best.,nice,good at this price and iam satisfied,working well,an essential part of kitchen and handy equipment.. good product. reviewed after one month used for couple of time ..,good use in kitchen and other,for small weight its too good go for it,",0,0.7281516869978204,1
"quality of adhesive is very good. i used it to stick photo canvas on wall and it worked well.,good kwality,i dont tell this product totally good.but i believe this item 75 % good.,good product,holds good on walls but not in wood works .,sticks well.. holds fair amount of weight..,good and usefull,very nice.",0,0.714800590997067,1
